product-name,url,description
Samsung 108 cm (43 inches) D Series Crystal 4K Vivid Pro Ultra HD Smart LED TV,https://m.media-amazon.com/images/I/81aKi8uAUsL._SX450_.jpg,"Labels: 'Purple', 'Organism', 'Violet', 'Font', 'Magenta', 'Science', 'Electric blue', 'Astronomical object', 'Event', 'Circle', Texts: 'SAMSUNG\n2024 Launch\nCrystal 4K Vivid Pro\n2024 D Series\n4K Upscaling\nSolar Cell\nRemote\nMultiple Voice\nAssistant', 'SAMSUNG', '2024', 'Launch', 'Crystal', '4K', 'Vivid', 'Pro', '2024', 'D', 'Series', '4K', 'Upscaling', 'Solar', 'Cell', 'Remote', 'Multiple', 'Voice', 'Assistant', Logos: , Objects: 'Television'"
Samsung 80 cm (32 inches) HD Ready Smart LED,https://m.media-amazon.com/images/I/71S8iUPW9bL._SX450_.jpg,"Labels: 'Computer', 'Output device', 'Personal computer', 'Television', 'Computer monitor', 'Font', 'Television set', 'Flat panel display', 'Computer monitor accessory', 'Sky', Texts: 'SAMSUNG\nHD Smart TV\nPurColor\nHDR\nDO DOLBY\nDIGITAL PLUS', 'SAMSUNG', 'HD', 'Smart', 'TV', 'PurColor', 'HDR', 'DO', 'DOLBY', 'DIGITAL', 'PLUS', Logos: 'Motion Picture Association', Objects: 'Television', 'Animal', 'Animal', 'Television'"
MI 108 cm (43 inches) A Series Full HD Smart Google TV L43M8-5AIN,https://m.media-amazon.com/images/I/71UXTb93oZL._SX450_.jpg,"Labels: 'Orange', 'Font', 'Slope', 'Rectangle', 'Natural landscape', 'Poster', 'Advertising', 'Logo', 'Horizon', 'Brand', Texts: 'xiaomi\nSmart TV A Series\n43 2023 Edition\nGoogle TV PatchWall+\nDolby Audio\ndts\nVIRTUAL', 'xiaomi', 'Smart', 'TV', 'A', 'Series', '43', '2023', 'Edition', 'Google', 'TV', 'PatchWall', '+', 'Dolby', 'Audio', 'dts', 'VIRTUAL', Logos: , Objects: 'Television'"
Samsung 108 cm (43 inches) Full HD Smart LED TV,https://m.media-amazon.com/images/I/91mRUNnqqnL._SX569_.jpg,"Labels: 'Mountain', 'Slope', 'Natural landscape', 'Font', 'Travel', 'Landscape', 'Magenta', 'Rectangle', 'Mountain range', 'Hill', Texts: 'SAMSUNG\nFull HD TV', 'SAMSUNG', 'Full', 'HD', 'TV', Logos: 'Samsung', Objects: 'Television', 'Television'"
Acer 100 cm (40 inches) Advanced I Series Full HD Smart LED Google TV ,https://m.media-amazon.com/images/I/5126gXnEjFL._SX450_.jpg,"Labels: 'Orange', 'Rectangle', 'Font', 'Material property', 'Tints and shades', 'Window', 'Logo', 'Automotive exterior', 'Advertising', 'Brand', Texts: 'FRAMELESS\nDESIGN\n30W\nHIGH FIDELITY\nSPEAKERS\nacer\nGoogle TV\n40 FHD\n16GB STORAGE 1.5GB RAM Dolby Audio', 'FRAMELESS', 'DESIGN', '30W', 'HIGH', 'FIDELITY', 'SPEAKERS', 'acer', 'Google', 'TV', '40', 'FHD', '16GB', 'STORAGE', '1.5GB', 'RAM', 'Dolby', 'Audio', Logos: 'Acer', Objects: 'Television'"
Sony Bravia 108 cm (43 inches) 4K Ultra HD Smart LED Google TV,https://m.media-amazon.com/images/I/715-IBd7vlL._SX450_.jpg,"Labels: 'Font', 'Display device', 'Screenshot', 'Magenta', 'Multimedia', 'Graphics', 'Electric blue', 'Logo', Texts: 'SONY\n4K\nHDR\nGoogle TVI\nLIVE\nCOLOR\nDolby\nAUDIO', 'SONY', '4K', 'HDR', 'Google', 'TVI', 'LIVE', 'COLOR', 'Dolby', 'AUDIO', Logos: 'Dolby Laboratories', 'Sony Corporation', Objects: "
Sony Bravia 164 cm (65 inches) 4K Ultra HD Smart LED Google TV KD,https://m.media-amazon.com/images/I/81MRU+3RJLL._SX450_.jpg,"Labels: 'Photograph', 'Rectangle', 'Purple', 'Petal', 'Pink', 'Font', 'Magenta', 'Art', 'Technology', 'Painting', Texts: 'SONY\nGoogle TV I\nLIVE\nCOLOR\nDolby\nAUDIO\n4K\nHDR\nFeatures for\nPlayStation®5', 'SONY', 'Google', 'TV', 'I', 'LIVE', 'COLOR', 'Dolby', 'AUDIO', '4K', 'HDR', 'Features', 'for', 'PlayStation®5', Logos: , Objects: 'Television', 'Television'"
Sony 139 cm (55 inches) BRAVIA 2 4K Ultra HD Smart LED Google TV ,https://m.media-amazon.com/images/I/819lC-tC8iL._SX450_.jpg,"Labels: 'Wheel', 'Tire', 'Car', 'Land vehicle', 'Vehicle', 'Automotive lighting', 'Motor vehicle', 'Automotive design', 'Hood', 'Automotive tire', Texts: 'SONY\nBRAVIA 2\n28 Castrel\n36\nMAZDA\n23\nGoogle TV |\nLIVE\nCOLOR\nDolby\nFeatures for\nAUDIO\nPlayStation®5', 'SONY', 'BRAVIA', '2', '28', 'Castrel', '36', 'MAZDA', '23', 'Google', 'TV', '|', 'LIVE', 'COLOR', 'Dolby', 'Features', 'for', 'AUDIO', 'PlayStation®5', Logos: 'Bravia', 'Sony Corporation', 'Google', Objects: 'Television', 'Car', 'Wheel', 'Car', 'Tire', 'Car'"
Sony Bravia 80 cm (32 inches) HD Ready Smart LED Google TV,https://m.media-amazon.com/images/I/71EcYIKenVL._SX450_.jpg,"Labels: 'Green', 'Terrestrial plant', 'Rectangle', 'Font', 'Automotive mirror', 'Technology', 'Logo', 'Wheel', 'Graphics', 'Advertising', Texts: 'SONY\nHDR\nGoogle TV | X-Reality PRO\nOk Google\nSONY', 'SONY', 'HDR', 'Google', 'TV', '|', 'X', '-', 'Reality', 'PRO', 'Ok', 'Google', 'SONY', Logos: , Objects: 'Television'"
Hydro Flask Stainless Steel Wide Mouth Water Bottle,https://m.media-amazon.com/images/I/6176qXxgtIL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Liquid', 'Drinkware', 'Bottle', 'Rectangle', 'Font', 'Auto part', 'Electric blue', 'Glass', 'Symbol', 'Metal', Texts: 'Hydro Flask\nD', 'Hydro', 'Flask', 'D', Logos: 'Hydro Flask', Objects: 'Vacuum flask'"
Owala FreeSip Insulated Stainless Steel Water Bottle with Straw,https://m.media-amazon.com/images/I/71XJK6bWJKL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Brown', 'Rectangle', 'Beige', 'Dishware', 'Electronic device', 'Serveware', 'Metal', 'Circle', 'Square', 'Electric blue', Texts: 'owala\nDowolo', 'owala', 'Dowolo', Logos: , Objects: 'Vacuum flask'"
"Gatorade Gx, Marble Blue, 30 Oz",https://m.media-amazon.com/images/I/81VUG3Eh5ZL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Bird', 'Azure', 'Textile', 'Paint', 'Painting', 'Art', 'Creative arts', 'Rectangle', 'Electric blue', 'Art paint', Texts: 'G', 'G', Logos: 'The Gatorade Company', Objects: 'Bottle'"
"Sahara Sailor Water Bottles, 32oz Motivational Sports Water Bottle with Time Marker",https://m.media-amazon.com/images/I/615wnuU9ZqL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Liquid', 'Drinkware', 'Green', 'Water bottle', 'Bottle', 'Fluid', 'Drink', 'Plastic bottle', 'Aqua', 'Material property', Texts: ""STAY\nHYDRATED\n8AM\n2PM\nGET STARTED\n320x\n28\n9AM\n3PM\nREMEMBER YOUR GOAL\n24\n10AM 4PM\nKEEP ONGOING\n11AM 5PM\nDON'T GIVE UP\n12PM 6PM\nALMOST\n1PM\n07PM\nYOU DID IT\nBPA FREE\n12\n20\n16"", 'STAY', 'HYDRATED', '8AM', '2PM', 'GET', 'STARTED', '320x', '28', '9AM', '3PM', 'REMEMBER', 'YOUR', 'GOAL', '24', '10AM', '4PM', 'KEEP', 'ONGOING', '11AM', '5PM', ""DON'T"", 'GIVE', 'UP', '12PM', '6PM', 'ALMOST', '1PM', '07PM', 'YOU', 'DID', 'IT', 'BPA', 'FREE', '12', '20', '16', Logos: , Objects: 'Bottle', 'Bottle'"
"Insulated Water Bottle 64 oz, Triple Wall Vacuum Stainless Steel (Cold for 48 Hrs)",https://m.media-amazon.com/images/I/71vE0KfTNQL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Liquid', 'Bottle', 'Fluid', 'Material property', 'Font', 'Gas', 'Personal care', 'Plastic bottle', 'Electric blue', 'Cylinder', Texts: 'RAYMYLO', 'RAYMYLO', Logos: , Objects: 'Vacuum flask', 'Bottle'"
HYDRO CELL Stainless Steel Insulated Water Bottle with Straw,https://m.media-amazon.com/images/I/71ua0aLCE2L._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Liquid', 'Blue', 'Fluid', 'Bottle', 'Violet', 'Plastic bottle', 'Font', 'Material property', 'Cylinder', 'Tints and shades', Texts: 'HYDRO CE\nRO CELL\nHYDRO CE\nORO CELL\nHYDRO CELL', 'HYDRO', 'CE', 'RO', 'CELL', 'HYDRO', 'CE', 'ORO', 'CELL', 'HYDRO', 'CELL', Logos: 'Sekolah Tinggi Manajemen Informatika dan Teknik Komputer Stikom Bali', Objects: 'Vacuum flask', 'Vacuum flask', 'Vacuum flask', 'Vacuum flask', 'Vacuum flask', 'Bottle', 'Bottle', 'Bottle', 'Bottle', 'Bottle'"
50 Strong Bulk Water Bottles | 24 Pack Sports Bottle,https://m.media-amazon.com/images/I/71VMAGCc7OL._AC_UL960_FMwebp_QL65_.jpg,"Labels: 'Product', 'Gesture', 'Font', 'Material property', 'Liquid', 'Gas', 'Cylinder', 'Rectangle', 'Circle', 'Pipe', Texts: 'BE 50 STR\nPESO ST\nST\nBE 50 STRONG\nST\nSTRONG\nBE 50 STRONG RE 50 STRONG DE 50 STRONG\nTRONG', 'BE', '50', 'STR', 'PESO', 'ST', 'ST', 'BE', '50', 'STRONG', 'ST', 'STRONG', 'BE', '50', 'STRONG', 'RE', '50', 'STRONG', 'DE', '50', 'STRONG', 'TRONG', Logos: , Objects: 'Lighting', 'Bottle', 'Bottle'"
AQUAFIT 1 Gallon Water Bottle With Time Marker - Straw & Chug Lid,https://m.media-amazon.com/images/I/81mLuArYaqL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Product', 'Liquid', 'Sleeve', 'Font', 'Automotive tire', 'Machine', 'Personal protective equipment', 'Bottle', 'Engineering', 'Illustration', Texts: 'aquafit\nONE GALLON\n30+\nCOLORS\n7AM\n3500112\n3000\n960\n9AM\n11AM\n2500\n803\n1PM\n2000\n64\n3PM\naquafit\n1500\n5PM\nttle\n1000\n7PM\n500\n9PM', 'aquafit', 'ONE', 'GALLON', '30+', 'COLORS', '7AM', '3500112', '3000', '960', '9AM', '11AM', '2500', '803', '1PM', '2000', '64', '3PM', 'aquafit', '1500', '5PM', 'ttle', '1000', '7PM', '500', '9PM', Logos: , Objects: 'Bottle', 'Bottle', 'Bottle', 'Bottle', 'Bottle', 'Bottle', 'Bottle'"
"Under Armour Playmaker Sport Jug, Water Bottle with Handle, Foam Insulated & Leak Resistant",https://m.media-amazon.com/images/I/61PQRMZMhWL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'White', 'Light', 'Luggage and bags', 'Gas', 'Bag', 'Fluid', 'Backpack', 'Electric blue', 'Font', 'Cylinder', Texts: , Logos: 'Under Armour', Objects: 'Vacuum flask'"
BUTABY Rectangle Sunglasses for Women Retro Driving,https://m.media-amazon.com/images/I/719G6MA0A8L._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Glasses', 'Brown', 'Goggles', 'Vision care', 'Sunglasses', 'White', 'Product', 'Eyewear', 'Eye glass accessory', 'Orange', Texts: , Logos: , Objects: 'Sunglasses', 'Sunglasses', 'Sunglasses', 'Sunglasses'"
SOJOS Classic Square Sunglasses for Women Men with Spring Hinge Sunnies SJ1137,https://m.media-amazon.com/images/I/61OvsRHucQL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Glasses', 'Goggles', 'Vision care', 'Sunglasses', 'Eye glass accessory', 'Eyewear', 'Yellow', 'Tints and shades', 'Font', 'Oval', Texts: , Logos: , Objects: 'Sunglasses'"
WearMe Pro - Reflective Lens Round Trendy Sunglasses,https://m.media-amazon.com/images/I/71U8Ot3tx+L._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Glasses', 'Vision care', 'Goggles', 'Sunglasses', 'Eyewear', 'Eye glass accessory', 'Material property', 'Font', 'Tints and shades', 'Beige', Texts: 'сти', 'сти', Logos: , Objects: 'Sunglasses'"
MERRY'S Unisex Polarized Aluminum Sunglasses,https://m.media-amazon.com/images/I/51X-dwiFqAL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Glasses', 'Vision care', 'Goggles', 'Sunglasses', 'Eyewear', 'Eye glass accessory', 'Grey', 'Material property', 'Font', 'Tints and shades', Texts: ""MERRY'S\nUC\nMERRY'S"", ""MERRY'S"", 'UC', ""MERRY'S"", Logos: , Objects: 'Sunglasses'"
Joopin Square Sunglasses Polarized UV Protection Trendy Designer Sun Glasses Men Women,https://m.media-amazon.com/images/I/519NQwNO96L._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Vision care', 'Eye glass accessory', 'Eyewear', 'Goggles', 'Sunglasses', 'Material property', 'Tints and shades', 'Font', 'Personal protective equipment', 'Transparent material', Texts: , Logos: , Objects: 'Sunglasses'"
Eyegla Wholesale Sunglasses Bulk for Adults Party Favors Retro Classic Shades,https://m.media-amazon.com/images/I/71WcWVcKmnL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Glasses', 'Goggles', 'Vision care', 'Sunglasses', 'White', 'Green', 'Azure', 'Blue', 'Eyewear', 'Line', Texts: , Logos: , Objects: 'Sunglasses', 'Sunglasses', 'Sunglasses', 'Sunglasses', 'Sunglasses'"
VANLINKER Thick Square Sunglasses for Men Women,https://m.media-amazon.com/images/I/51JKURQSTEL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Glasses', 'Goggles', 'Vision care', 'Sunglasses', 'Eye glass accessory', 'Eyewear', 'Grey', 'Line', 'Automotive design', 'Material property', Texts: , Logos: , Objects: 'Sunglasses'"
KALIYADI Polarized Sunglasses for Men,https://m.media-amazon.com/images/I/61KQXq71FJL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Glasses', 'Vision care', 'Goggles', 'Sunglasses', 'White', 'Light', 'Eye glass accessory', 'Eyewear', 'Font', 'Personal protective equipment', Texts: 'KALIYADI\nEyewear Collection\nMICROFIBER', 'KALIYADI', 'Eyewear', 'Collection', 'MICROFIBER', Logos: , Objects: 'Sunglasses', 'Sunglasses'"
SOJOS Classic Square Polarized Sunglasses for Women,https://m.media-amazon.com/images/I/61r36QSm+iL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Glasses', 'Brown', 'Goggles', 'Vision care', 'Photograph', 'Sunglasses', 'Amber', 'Eyewear', 'Eye glass accessory', 'Orange', Texts: 'pas (f\nо', 'pas', '(', 'f', 'о', Logos: , Objects: 'Sunglasses'"
Polarized Sports Sunglasses for Men,https://m.media-amazon.com/images/I/61wzlDnzmFL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'White', 'Eyewear', 'Eye glass accessory', 'Line', 'Font', 'Audio equipment', 'Personal protective equipment', 'Drawing', 'Art', 'Fashion accessory', Texts: 'RTS\nSPORD\nSPORT\nSPORTS', 'RTS', 'SPORD', 'SPORT', 'SPORTS', Logos: , Objects: 'Sunglasses'"
"COSCO 20 x 48"" Vinyl Top Folding Table Black""",https://m.media-amazon.com/images/I/41CWXgRuGCL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Table', 'Furniture', 'Rectangle', 'Outdoor furniture', 'Outdoor table', 'Line', 'Wood stain', 'Wood', 'Coffee table', 'Plywood', Texts: , Logos: , Objects: "
"Folding Table,4ft Indoor Outdoor Heavy Duty Portable Folding Square Plastic Dining Table",https://m.media-amazon.com/images/I/51vYlQYxXxL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Table', 'Furniture', 'Rectangle', 'Outdoor furniture', 'Material property', 'Outdoor table', 'Wood', 'Metal', 'Tire', 'Desk', Texts: 'ງ', 'ງ', Logos: , Objects: 'Table', 'Desk', 'Luggage & bags'"
Sweetcrispy Small Computer Office Desk 32 Inch Kids Student Study Writing Work with Storage Bag,https://m.media-amazon.com/images/I/71iMhXX9Q9L._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Table', 'Laptop', 'Furniture', 'Computer', 'Property', 'Personal computer', 'Computer desk', 'Product', 'Rectangle', 'Desk', Texts: , Logos: , Objects: 'Laptop', 'Desk', 'Houseplant'"
"COSCO Molded Folding Banquet Table w/Handle, 6ft, Black",https://m.media-amazon.com/images/I/61o-HmSlBLL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Table', 'Furniture', 'Outdoor table', 'Rectangle', 'Outdoor furniture', 'Line', 'Plant', 'Coffee table', 'Tree', 'Wood', Texts: , Logos: , Objects: "
"L Shaped Desk - 43 Inch Gaming Desk, Computer Corner Desk, Home Office Writing Desk",https://m.media-amazon.com/images/I/71Rx0-s00nL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Table', 'Furniture', 'Rectangle', 'Computer desk', 'Desk', 'Personal computer', 'Interior design', 'Shelving', 'Line', 'Computer monitor', Texts: '28 08', '28', '08', Logos: , Objects: 'Desk', 'Desk', 'Desk'"
Folding Table 4 Foot Portable Heavy Duty Plastic Fold-in-Half Utility Table,https://m.media-amazon.com/images/I/51Uq2V-Dw0L._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Table', 'Furniture', 'Rectangle', 'Outdoor furniture', 'Parallel', 'Wood', 'Metal', 'Plywood', 'Aluminium', 'Shade', Texts: 'C', 'C', Logos: , Objects: 'Table', 'Desk'"
HOOBRO End Table with Charging Station and USB Ports,https://m.media-amazon.com/images/I/71etoV72iAL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Furniture', 'Shelf', 'Table', 'Rectangle', 'Outdoor furniture', 'Shelving', 'Chair', 'Wood', 'Wood stain', 'Plywood', Texts: , Logos: , Objects: 'Nightstand'"
STATESVILLE 32 inch Small Computer Desk Writing Study Work Office Table Modern Simple with Storage Bag,https://m.media-amazon.com/images/I/615t60-qErL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Furniture', 'Tire', 'Table', 'Wheel', 'Outdoor furniture', 'Wood', 'Rectangle', 'Chair', 'Hardwood', 'Outdoor table', Texts: , Logos: , Objects: "
"SHW Home Office 32-Inch Computer Desk, Black",https://m.media-amazon.com/images/I/41wT18b9nJL._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Table', 'Furniture', 'Rectangle', 'Line', 'Parallel', 'Plywood', 'Outdoor furniture', 'Wood', 'Transparent material', 'Outdoor table', Texts: , Logos: , Objects: "
"HOOBRO Side Table, 3-Tier Narrow End Table, Nightstand with 2 Flat or Slant Adjustable Shelves for Small Spaces",https://m.media-amazon.com/images/I/71dLfRcfU5L._AC_UL480_FMwebp_QL65_.jpg,"Labels: 'Furniture', 'White', 'Black', 'Rectangle', 'Table', 'Outdoor furniture', 'Natural material', 'Gas', 'Metal', 'Wood', Texts: , Logos: , Objects: "
ZIUMIER Gaming Headset with Microphone,https://m.media-amazon.com/images/I/71nh1VxLzuL._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'Output device', 'Peripheral', 'Gadget', 'Audio equipment', 'Font', 'Headphones', 'Electronic device', 'Communication Device', 'Hearing', 'Magenta', Texts: , Logos: , Objects: 'Headphones'"
EKSA E900 Headset with Microphone for PC,https://m.media-amazon.com/images/I/71N6Oge0ntL._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'Peripheral', 'Output device', 'White', 'Purple', 'Communication Device', 'Audio equipment', 'Violet', 'Gadget', 'Material property', 'Font', Texts: , Logos: , Objects: 'Headphones'"
Jabra Evolve 40 Professional Wired Headset,https://m.media-amazon.com/images/I/61apHvYK6GL._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'Peripheral', 'Output device', 'Gadget', 'Communication Device', 'Audio equipment', 'Ear', 'Font', 'Material property', 'Headphones', 'Electronic device', Texts: , Logos: , Objects: 'Headphones'"
Logitech H390 Wired Headset for PC/Laptop,https://m.media-amazon.com/images/I/61jBnY6paeL._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'Peripheral', 'Output device', 'Ear', 'Gadget', 'Audio equipment', 'Headphones', 'Communication Device', 'Headset', 'Font', 'Fashion accessory', Texts: 'logi', 'logi', Logos: , Objects: 'Headphones'"
BENGOO G9000 Stereo Gaming Headset for PS4 PC Xbox One PS5 Controller,https://m.media-amazon.com/images/I/61CGHv6kmWL._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'Peripheral', 'Gadget', 'Sports gear', 'Automotive design', 'Audio equipment', 'Font', 'Output device', 'Electric blue', 'Electronic device', 'Poster', Texts: 'BENGOO\nGAMING HEADSET', 'BENGOO', 'GAMING', 'HEADSET', Logos: 'Rosneft', Objects: 'Headphones'"
"Gaming Headset for PC, PS4, PS5, Xbox Headset",https://m.media-amazon.com/images/I/712OyBPPL0L._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'Peripheral', 'Output device', 'Gadget', 'Audio equipment', 'Font', 'Communication Device', 'Headphones', 'Electronic device', 'Input device', 'Technology', Texts: 'OZEINO', 'OZEINO', Logos: , Objects: 'Headphones'"
"Headset wtih Mic, USB Headset with Microphone for PC",https://m.media-amazon.com/images/I/719zL67IK7L._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'White', 'Output device', 'Peripheral', 'Audio equipment', 'Gadget', 'Electronic device', 'Event', 'Font', 'Headphones', 'Communication Device', Texts: , Logos: , Objects: 'Headphones'"
Sony MDREX15AP In-Ear Earbud Headphones with Mic,https://m.media-amazon.com/images/I/61AZ9rCOSZL._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'Microphone', 'Product', 'Peripheral', 'Audio equipment', 'Gadget', 'Output device', 'Font', 'Headphones', 'Electronic device', 'Ear', Texts: 'SONY', 'SONY', Logos: 'Sony Corporation', Objects: 'Headphones', 'Headphones'"
LUDOS FEROX Wired Earbuds in-Ear Headphones,https://m.media-amazon.com/images/I/51HfzWPM6eL._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'Microphone', 'White', 'Product', 'Audio equipment', 'Gadget', 'Output device', 'Peripheral', 'Material property', 'Font', 'Ear', Texts: 'R', 'R', Logos: , Objects: 'Headphones', 'Headphones'"
Ludos Clamor Wired Earbuds in-Ear Headphones,https://m.media-amazon.com/images/I/51Le9g6qjRL._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'White', 'Light', 'Human body', 'Output device', 'Audio equipment', 'Gadget', 'Peripheral', 'Microphone', 'Ear', 'Material property', Texts: , Logos: , Objects: "
Avantree E171 - Sports Earbuds Wired with Microphone,https://m.media-amazon.com/images/I/51RiCPSTwsL._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'Ear', 'Font', 'Material property', 'Audio equipment', 'Peripheral', 'Technology', 'Gadget', 'Auto part', 'Circle', 'Output device', Texts: , Logos: , Objects: "
FIRSTBLOOD ONLY GAME. AJ52 Watcher RGB Gaming Mouse,https://m.media-amazon.com/images/I/51WaY1BLs8L._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'Outerwear', 'Product', 'Sleeve', 'Cap', 'Triangle', 'Collar', 'Font', 'Dress shirt', 'T-shirt', 'Pattern', Texts: , Logos: , Objects: 'Mouse'"
"Redragon M612 Predator RGB Gaming Mouse, 8000 DPI",https://m.media-amazon.com/images/I/61vF4LdktpL._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'Peripheral', 'Input device', 'Mouse', 'Computer hardware', 'Helmet', 'Font', 'Magenta', 'Computer component', 'Electric blue', 'Gadget', Texts: , Logos: , Objects: 'Mouse'"
Razer Basilisk V3 Customizable Ergonomic Gaming Mouse,https://m.media-amazon.com/images/I/71QbOWMcP9L._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'Peripheral', 'Input device', 'Plant', 'Gadget', 'Font', 'Computer hardware', 'Electronic device', 'Personal computer hardware', 'Home appliance', 'Logo', Texts: , Logos: 'Razer Inc.', Objects: 'Mouse'"
"Redragon Gaming Mouse, Wireless Mouse Gaming with 8000 DPI",https://m.media-amazon.com/images/I/61QY3V6A-NL._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'Peripheral', 'Input device', 'Gadget', 'Output device', 'Font', 'Technology', 'Electronic device', 'Computer hardware', 'Multimedia', 'Magenta', Texts: , Logos: , Objects: 'Mouse'"
"BENGOO Gaming Mouse Wired, Ergonomic Gamer Laptop PC",https://m.media-amazon.com/images/I/61lCLrCtuhL._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'Purple', 'Input device', 'Violet', 'Sports equipment', 'Font', 'Fender', 'Magenta', 'Automotive design', 'Electric blue', 'Mouse', Texts: , Logos: , Objects: 'Mouse'"
LTC Circle Pit HM-001 RGB Gaming Mouse with 2 Side Buttons,https://m.media-amazon.com/images/I/61kutmcYxSL._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'Peripheral', 'Input device', 'Purple', 'Automotive parking light', 'Mouse', 'Font', 'Electronic device', 'Computer hardware', 'Magenta', 'Electric blue', Texts: , Logos: , Objects: 'Mouse'"
Razer Viper V2 Pro HyperSpeed Wireless Gaming Mouse,https://m.media-amazon.com/images/I/61PZvXc7UFL._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'Liquid', 'Product', 'Kitchen appliance', 'Fluid', 'Home appliance', 'Small appliance', 'Drinkware', 'Telephony', 'Portable communications device', 'Output device', Texts: , Logos: 'Razer Inc.', Objects: 'Mouse'"
Alienware AW720M Tri-Mode Wireless Gaming Mouse,https://m.media-amazon.com/images/I/61lZalbTWAL._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'Peripheral', 'Grey', 'Gadget', 'Electric blue', 'Metal', 'Musical instrument accessory', 'Composite material', 'Font', 'Input device', 'Computer component', Texts: , Logos: 'Alienware', Objects: 'Mouse'"
ASUS ROG Spatha X Wireless Gaming Mouse,https://m.media-amazon.com/images/I/8167lxUe8SL._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'Peripheral', 'Automotive design', 'Input device', 'Sports gear', 'Font', 'Helmet', 'Computer hardware', 'Personal protective equipment', 'Electric blue', 'Logo', Texts: , Logos: , Objects: "
Corsair K70 RGB PRO Wired Mechanical Gaming Keyboard,https://m.media-amazon.com/images/I/61Yupm5970L._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'Peripheral', 'Input device', 'Gadget', 'Font', 'Computer keyboard', 'Space bar', 'Office equipment', 'Computer hardware', 'Technology', 'Audio equipment', Texts: 'TAB\nCAPS\nA\nD\nCTRL\nALT\nC\nCORSAIR\nENTER', 'TAB', 'CAPS', 'A', 'D', 'CTRL', 'ALT', 'C', 'CORSAIR', 'ENTER', Logos: , Objects: 'Computer keyboard'"
MageGee Portable 60% Mechanical Gaming Keyboard,https://m.media-amazon.com/images/I/618zZ7u3sUL.__AC_SX300_SY300_QL70_FMwebp_.jpg,"Labels: 'Peripheral', 'Computer keyboard', 'Input device', 'Computer', 'Space bar', 'Office equipment', 'Keyboard', 'Electronic instrument', 'Window', 'Laptop accessory', Texts: 'M\nD', 'M', 'D', Logos: , Objects: 'Computer keyboard'"
Womier S-K80 75% Keyboard with Color Multimedia Display Mechanical Gaming Keyboard,https://m.media-amazon.com/images/I/71WBwf2mkXL._AC_UY327_FMwebp_QL65_.jpg,"Labels: 'Computer keyboard', 'Peripheral', 'Product', 'Input device', 'Space bar', 'Rectangle', 'Computer', 'Communication Device', 'Output device', 'Electronic instrument', Texts: , Logos: , Objects: 'Computer keyboard'"
